X,Y,Theta
91,82,2.09441
43,45,2.09441
161,35,9.81064e-06
71,81,3.14159
144,27,3.14159
163,58,3.14159
78,47,1.04721
13,10,-3.14159
28,21,-2.09439
146,50,-3.14159
131,42,3.14159
107,55,-2.09439
126,79,9.81064e-06
177,5,-2.09439
91,32,-3.14159
39,74,-2.09439
40,82,3.14159
38,37,-2.09439
70,7,9.81064e-06
71,54,-1.04719
165,59,-3.14159
100,69,3.14159
139,30,9.81064e-06
84,74,-3.14159
178,2,-3.14159
9,3,-3.14159
110,84,3.14159
30,8,-2.09439
110,77,9.81064e-06
97,24,-2.09439
120,27,-1.04719
144,64,1.04721
147,50,-3.14159
22,70,2.09441
139,49,-3.14159
61,82,3.14159
18,87,-2.09439
22,70,-3.14159
29,84,2.09441
1,26,-3.14159
116,14,2.09441
119,8,-2.09439
162,70,-3.14159
40,12,-3.14159
159,87,-1.04719
147,42,9.81064e-06
59,48,1.04721
135,81,3.14159
108,7,3.14159
150,14,-3.14159
64,9,2.09441
22,48,3.14159
31,24,-2.09439
143,70,3.14159
86,74,2.09441
129,70,-2.09439
161,48,1.04721
35,2,9.81064e-06
38,59,-1.04719
36,83,3.14159
122,51,-3.14159
20,16,2.09441
145,53,-2.09439
2,83,2.09441
61,52,-3.14159
80,62,-2.09439
28,80,-1.04719
19,36,-1.04719
17,67,9.81064e-06
94,59,9.81064e-06
82,81,-3.14159
137,11,-1.04719
75,60,-1.04719
70,61,2.09441
168,19,1.04721
12,78,-2.09439
79,30,2.09441
14,73,3.14159
64,78,3.14159
168,82,-1.04719
170,83,-2.09439
15,15,-2.09439
47,39,3.14159
55,72,1.04721
16,59,3.14159
143,81,-3.14159
8,57,1.04721
56,27,-3.14159
142,62,-1.04719
150,2,9.81064e-06
19,8,9.81064e-06
35,84,9.81064e-06
85,78,3.14159
12,34,3.14159
79,37,2.09441
43,0,3.14159
130,48,2.09441
124,54,2.09441
84,77,1.04721
119,69,-3.14159
13,32,-2.09439
100,29,3.14159
78,28,-1.04719
72,20,-1.04719
104,14,9.81064e-06
36,12,-1.04719
127,47,9.81064e-06
88,41,-2.09439
85,76,-3.14159
129,29,3.14159
3,23,-2.09439
129,42,-1.04719
179,30,9.81064e-06
32,0,-1.04719
95,23,1.04721
110,35,-3.14159
66,55,2.09441
103,36,-3.14159
129,36,3.14159
82,82,-1.04719
40,6,3.14159
128,86,-3.14159
134,72,9.81064e-06
82,15,-1.04719
63,1,-2.09439
66,62,3.14159
107,73,-1.04719
12,7,-3.14159
126,64,9.81064e-06
33,28,3.14159
16,79,-1.04719
52,14,3.14159
122,85,-3.14159
171,31,3.14159
25,16,2.09441
147,40,2.09441
7,52,-2.09439
143,32,-1.04719
170,87,-3.14159
113,54,-3.14159
26,45,-3.14159
115,55,1.04721
32,60,-3.14159
62,29,-2.09439
47,56,-1.04719
83,19,-3.14159
107,49,2.09441
158,1,1.04721
171,29,1.04721
61,18,-2.09439
47,26,3.14159
83,22,-1.04719
47,39,-3.14159
167,9,-1.04719
116,55,2.09441
152,66,-3.14159
120,26,-1.04719
100,34,2.09441
49,69,-1.04719
44,59,2.09441
162,50,1.04721
78,28,-2.09439
118,57,-3.14159
172,19,3.14159
81,24,-2.09439
95,85,9.81064e-06
31,63,-3.14159
6,14,-1.04719
155,54,3.14159
53,21,3.14159
66,45,2.09441
13,53,1.04721
150,89,3.14159
161,53,-2.09439
67,2,-2.09439
33,1,-1.04719
174,68,-2.09439
31,53,9.81064e-06
14,44,-2.09439
1,29,-1.04719
6,11,-2.09439
125,10,-1.04719
50,31,-3.14159
104,70,1.04721
74,50,2.09441
10,74,3.14159
73,75,3.14159
116,11,3.14159
43,29,2.09441
114,62,2.09441
136,70,3.14159
105,11,-3.14159
86,62,-2.09439
139,16,-3.14159
66,4,9.81064e-06
115,10,-3.14159
149,64,9.81064e-06
59,35,-2.09439
29,70,3.14159
175,62,2.09441
21,21,-1.04719
83,51,-1.04719
35,46,2.09441
47,64,9.81064e-06
107,80,9.81064e-06
17,74,-1.04719
72,41,-1.04719
162,1,1.04721
82,43,-3.14159
155,68,1.04721
48,31,3.14159
86,77,-1.04719
101,33,-1.04719
135,38,-2.09439
53,83,-3.14159
145,2,2.09441
101,81,-2.09439
95,49,-2.09439
77,81,-1.04719
5,24,1.04721
173,7,1.04721
94,78,9.81064e-06
99,54,-2.09439
119,28,-2.09439
152,87,1.04721
35,25,-2.09439
41,66,-2.09439
116,43,-1.04719
122,53,-2.09439
6,47,3.14159
112,4,-2.09439
40,53,-1.04719
138,8,-2.09439
27,29,2.09441
96,87,2.09441
94,70,-1.04719
115,42,-3.14159
111,17,-1.04719
52,40,-2.09439
52,71,-1.04719
58,42,9.81064e-06
88,89,-2.09439
60,84,9.81064e-06
28,61,1.04721
20,23,9.81064e-06
177,17,3.14159
149,69,1.04721
104,58,-1.04719
24,48,1.04721
176,71,-3.14159
22,84,2.09441
92,12,3.14159
18,47,2.09441
39,57,-1.04719
162,59,-2.09439
110,0,-3.14159
116,53,3.14159
84,46,2.09441
117,35,-3.14159
140,82,3.14159
98,29,-3.14159
39,9,-2.09439
84,33,-1.04719
173,85,2.09441
57,3,1.04721
72,58,-2.09439
86,0,-3.14159
63,6,-3.14159
19,6,-3.14159
66,15,-1.04719
64,40,-3.14159
61,83,-3.14159
150,27,2.09441
169,52,9.81064e-06
103,36,2.09441
72,39,3.14159
66,48,2.09441
107,62,9.81064e-06
163,33,-3.14159
79,72,3.14159
158,38,2.09441
109,78,9.81064e-06
60,13,-1.04719
98,68,-2.09439
48,40,2.09441
102,66,9.81064e-06
30,83,9.81064e-06
35,6,1.04721
160,40,3.14159
122,51,2.09441
147,71,-1.04719
43,58,1.04721
158,24,3.14159
126,40,9.81064e-06
130,11,-2.09439
127,15,2.09441
139,18,3.14159
71,32,-2.09439
13,19,-3.14159
173,78,9.81064e-06
46,65,-1.04719
62,56,-2.09439
137,80,3.14159
179,20,3.14159
81,39,-2.09439
3,4,-3.14159
161,6,2.09441
26,30,2.09441
48,80,9.81064e-06
137,25,-2.09439
91,26,2.09441
86,24,3.14159
164,58,-2.09439
157,62,3.14159
94,20,-1.04719
114,11,-3.14159
156,53,2.09441
23,31,2.09441
104,65,-2.09439
164,60,9.81064e-06
41,69,-2.09439
36,11,-2.09439
0,15,-1.04719
13,32,9.81064e-06
0,46,3.14159
73,87,3.14159
111,79,1.04721
21,75,-3.14159
122,41,3.14159
58,79,-2.09439
30,81,-3.14159
76,79,1.04721
41,20,1.04721
124,2,9.81064e-06
51,30,3.14159
58,34,1.04721
69,68,-3.14159
53,55,3.14159
164,51,-2.09439
83,7,-2.09439
33,38,9.81064e-06
69,41,-1.04719
177,52,1.04721
165,35,-3.14159
31,72,1.04721
64,50,-2.09439
101,29,-3.14159
60,2,-3.14159
26,50,-3.14159
61,45,-3.14159
105,80,2.09441
74,81,1.04721
153,47,9.81064e-06
141,46,1.04721
148,83,1.04721
59,6,3.14159
46,44,9.81064e-06
172,51,-1.04719
81,55,-3.14159
33,86,-2.09439
117,3,1.04721
170,60,9.81064e-06
177,2,-2.09439
71,53,9.81064e-06
164,65,9.81064e-06
18,71,3.14159
50,7,2.09441
98,31,2.09441
36,53,-1.04719
146,47,2.09441
57,73,2.09441
127,23,1.04721
8,4,-3.14159
96,71,1.04721
144,77,3.14159
124,51,-3.14159
130,50,1.04721
63,75,2.09441
70,67,-1.04719
80,31,-3.14159
147,46,-3.14159
130,42,-2.09439
137,0,-1.04719
0,26,-3.14159
74,39,1.04721
70,63,1.04721
175,0,-1.04719
0,23,2.09441
122,26,-2.09439
35,42,2.09441
83,82,2.09441
61,24,-2.09439
6,77,-1.04719
122,43,-2.09439
113,89,-2.09439
34,76,3.14159
57,41,2.09441
171,19,9.81064e-06
111,14,3.14159
93,47,3.14159
20,31,1.04721
67,76,3.14159
57,21,2.09441
138,70,-3.14159
134,72,3.14159
154,8,-2.09439
155,59,3.14159
95,7,-3.14159
72,18,9.81064e-06
148,68,-1.04719
44,42,-2.09439
66,28,3.14159
5,50,9.81064e-06
137,78,1.04721
53,38,9.81064e-06
33,70,1.04721
151,81,-1.04719
29,82,-3.14159
63,82,3.14159
28,13,-1.04719
44,20,2.09441
96,17,9.81064e-06
154,88,1.04721
14,5,-3.14159
27,87,-2.09439
143,10,-1.04719
107,26,2.09441
168,83,3.14159
116,82,-1.04719
50,77,3.14159
41,9,9.81064e-06
154,58,2.09441
100,56,-1.04719
24,86,-2.09439
40,61,1.04721
35,34,3.14159
60,81,2.09441
49,30,2.09441
86,66,-2.09439
43,4,2.09441
141,88,-1.04719
126,48,-2.09439
88,82,1.04721
175,40,-1.04719
102,76,3.14159
72,4,-3.14159
5,53,-3.14159
178,66,1.04721
131,15,-2.09439
119,15,1.04721
75,21,3.14159
107,32,1.04721
59,28,2.09441
62,81,-1.04719
154,26,-3.14159
20,87,3.14159
35,80,2.09441
77,44,9.81064e-06
26,23,-1.04719
90,14,3.14159
99,40,-1.04719
18,0,-2.09439
173,31,2.09441
10,9,9.81064e-06
166,41,-1.04719
67,20,3.14159
71,64,-3.14159
121,83,-1.04719
15,46,9.81064e-06
103,7,1.04721
160,78,3.14159
31,11,-1.04719
62,22,-3.14159
111,17,-3.14159
37,7,-2.09439
16,84,1.04721
121,0,2.09441
64,4,2.09441
142,59,2.09441
125,57,3.14159
113,80,-3.14159
13,50,3.14159
141,81,-1.04719
64,72,-1.04719
52,12,-2.09439
10,75,2.09441
165,47,-1.04719
130,23,1.04721
82,70,3.14159
136,12,-2.09439
176,1,1.04721
68,32,-2.09439
98,24,-2.09439
9,1,2.09441
99,83,2.09441
66,54,1.04721
23,16,1.04721
142,39,1.04721
17,82,-3.14159
94,66,2.09441
36,53,9.81064e-06
119,69,2.09441
164,48,-2.09439
177,15,2.09441
29,15,9.81064e-06
148,27,9.81064e-06
149,43,9.81064e-06
88,84,2.09441
16,22,3.14159
58,2,3.14159
83,32,3.14159
46,67,-1.04719
93,79,-1.04719
95,57,2.09441
23,9,2.09441
53,10,3.14159
54,73,-1.04719
29,84,-3.14159
66,23,3.14159
53,31,-3.14159
143,33,9.81064e-06
103,40,2.09441
123,79,1.04721
15,86,-3.14159
18,39,-3.14159
53,75,-1.04719
52,75,-3.14159
15,54,9.81064e-06
154,71,-2.09439
52,73,-2.09439
126,50,-2.09439
130,21,-2.09439
164,25,2.09441
4,68,1.04721
148,75,-1.04719
136,44,1.04721
0,89,2.09441
153,45,-1.04719
64,58,2.09441
35,2,-1.04719
33,59,3.14159
112,58,9.81064e-06
29,26,9.81064e-06
179,14,-1.04719
139,12,-2.09439
28,49,2.09441
119,22,-2.09439
6,30,2.09441
7,9,9.81064e-06
107,76,3.14159
79,58,1.04721
161,79,-1.04719
15,59,-2.09439
124,82,2.09441
80,34,-2.09439
79,87,1.04721
155,59,-3.14159
23,68,-3.14159
26,27,3.14159
75,6,-2.09439
44,63,-2.09439
47,43,-2.09439
21,82,-3.14159
142,47,-1.04719
64,70,-2.09439
10,81,-2.09439
10,61,3.14159
172,48,3.14159
87,70,-3.14159
69,16,-2.09439
22,65,-1.04719
133,15,-2.09439
37,43,-3.14159
129,67,2.09441
21,42,1.04721
177,53,2.09441
96,12,9.81064e-06
152,87,-2.09439
90,27,1.04721
49,63,3.14159
74,47,1.04721
165,39,9.81064e-06
103,71,1.04721
111,79,2.09441
125,71,9.81064e-06
21,43,2.09441
78,21,-1.04719
17,8,3.14159
8,42,1.04721
72,48,9.81064e-06
31,57,3.14159
64,40,-2.09439
143,78,9.81064e-06
20,47,-2.09439
126,13,-1.04719
42,21,3.14159
41,87,3.14159
130,81,-1.04719
84,78,2.09441
87,4,3.14159
30,58,1.04721
136,27,-2.09439
80,82,2.09441
53,83,1.04721
80,70,-1.04719
152,33,-3.14159
57,60,3.14159
21,62,3.14159
60,54,9.81064e-06
107,59,-3.14159
37,64,-2.09439
93,85,3.14159
68,9,1.04721
17,14,-3.14159
54,52,1.04721
21,60,-3.14159
49,22,3.14159
2,78,-1.04719
99,11,-1.04719
56,38,2.09441
75,73,2.09441
157,40,2.09441
64,89,-3.14159
96,80,3.14159
24,66,2.09441
76,58,-3.14159
174,43,-2.09439
66,13,-3.14159
107,57,9.81064e-06
151,23,-2.09439
106,48,-2.09439
163,20,1.04721
57,50,-3.14159
54,69,9.81064e-06
93,43,9.81064e-06
114,57,9.81064e-06
151,26,-1.04719
37,68,-1.04719
5,13,-3.14159
99,51,2.09441
175,16,9.81064e-06
157,48,-2.09439
44,39,-2.09439
81,7,1.04721
117,56,2.09441
95,4,-2.09439
136,23,1.04721
3,3,-3.14159
19,47,2.09441
41,17,1.04721
42,5,1.04721
72,8,9.81064e-06
12,7,9.81064e-06
17,68,2.09441
91,71,-3.14159
31,22,3.14159
78,72,9.81064e-06
46,87,9.81064e-06
148,52,-3.14159
75,80,1.04721
111,18,2.09441
144,37,-3.14159
105,4,-2.09439
86,57,-2.09439
56,56,1.04721
145,28,-2.09439
24,44,-1.04719
1,27,2.09441
161,55,3.14159
2,83,-1.04719
174,58,2.09441
112,27,3.14159
163,25,-2.09439
169,21,-3.14159
166,6,1.04721
90,15,9.81064e-06
83,52,1.04721
19,59,-3.14159
171,31,-3.14159
105,76,9.81064e-06
11,74,3.14159
99,34,-3.14159
24,19,-1.04719
123,2,-2.09439
158,35,9.81064e-06
28,1,-3.14159
125,34,-1.04719
93,64,9.81064e-06
121,69,2.09441
38,56,-2.09439
28,40,1.04721
82,18,-3.14159
95,55,-1.04719
71,57,-1.04719
18,29,9.81064e-06
106,85,-2.09439
162,24,-1.04719
176,85,-2.09439
125,33,-3.14159
60,76,3.14159
98,81,3.14159
32,11,3.14159
134,57,-3.14159
146,81,3.14159
51,59,-1.04719
135,66,3.14159
135,30,2.09441
166,85,3.14159
84,18,-2.09439
173,76,-2.09439
7,79,2.09441
68,73,3.14159
64,58,1.04721
45,3,1.04721
115,30,1.04721
151,68,-3.14159
63,65,-1.04719
63,46,3.14159
23,47,-1.04719
66,63,-1.04719
13,84,3.14159
147,34,2.09441
63,84,9.81064e-06
87,34,1.04721
30,9,3.14159
51,6,1.04721
90,2,-1.04719
5,61,-1.04719
149,71,1.04721
102,10,3.14159
162,68,1.04721
134,71,3.14159
73,41,-1.04719
96,76,9.81064e-06
138,48,1.04721
89,13,-3.14159
171,36,-2.09439
82,78,3.14159
165,52,-3.14159
152,80,-3.14159
137,53,3.14159
21,51,-3.14159
62,89,9.81064e-06
130,38,-2.09439
112,13,-1.04719
116,76,2.09441
50,57,2.09441
171,48,3.14159
74,46,3.14159
58,30,-2.09439
96,72,-1.04719
124,55,9.81064e-06
94,63,9.81064e-06
30,0,-3.14159
19,16,9.81064e-06
56,24,-3.14159
65,71,3.14159
83,6,2.09441
155,41,-1.04719
28,84,3.14159
109,32,-1.04719
77,87,-2.09439
1,24,-2.09439
132,85,-3.14159
143,58,3.14159
117,89,2.09441
125,77,9.81064e-06
116,32,3.14159
114,76,-2.09439
117,43,3.14159
83,62,9.81064e-06
125,43,-1.04719
109,20,-2.09439
149,8,1.04721
8,82,3.14159
68,14,-2.09439
144,80,1.04721
95,66,2.09441
40,56,-2.09439
116,60,-2.09439
155,58,-1.04719
153,64,3.14159
160,5,9.81064e-06
150,81,-3.14159
179,57,-1.04719
133,50,1.04721
83,34,-1.04719
66,46,3.14159
80,8,2.09441
164,73,-3.14159
136,9,2.09441
110,75,1.04721
56,18,9.81064e-06
148,73,1.04721
145,54,1.04721
16,20,3.14159
122,18,2.09441
114,2,-3.14159
59,7,1.04721
163,33,-2.09439
0,21,9.81064e-06
15,0,1.04721
86,46,1.04721
155,4,3.14159
31,50,-3.14159
94,65,-1.04719
105,56,2.09441
178,41,1.04721
148,33,-2.09439
108,86,-1.04719
93,53,2.09441
120,86,2.09441
15,40,-2.09439
163,4,2.09441
25,27,2.09441
163,28,-3.14159
116,3,9.81064e-06
99,87,3.14159
90,65,9.81064e-06
134,66,1.04721
139,1,1.04721
168,7,9.81064e-06
107,24,-3.14159
0,16,-3.14159
134,59,-2.09439
27,61,-2.09439
121,43,2.09441
80,18,-3.14159
25,78,3.14159
122,62,3.14159
175,74,-2.09439
56,13,-2.09439
92,69,-1.04719
6,74,-1.04719
61,19,1.04721
103,82,1.04721
20,49,3.14159
103,52,1.04721
149,9,-2.09439
43,25,-1.04719
53,70,9.81064e-06
22,71,-3.14159
9,75,3.14159
134,80,-3.14159
172,50,-3.14159
126,32,1.04721
116,89,9.81064e-06
50,83,-2.09439
5,63,-1.04719
54,26,-1.04719
118,54,-2.09439
21,76,9.81064e-06
111,58,1.04721
97,74,2.09441
57,69,3.14159
140,67,-1.04719
142,51,1.04721
16,81,-3.14159
133,34,-3.14159
134,7,-3.14159
50,9,2.09441
167,50,3.14159
77,41,-1.04719
85,44,2.09441
59,48,2.09441
68,34,3.14159
150,84,1.04721
60,34,3.14159
123,76,-3.14159
176,71,3.14159
127,1,9.81064e-06
112,70,-2.09439
12,14,3.14159
22,85,2.09441
53,62,-3.14159
33,71,1.04721
119,52,-1.04719
140,67,-2.09439
98,21,9.81064e-06
139,24,3.14159
7,71,-2.09439
25,78,1.04721
19,69,-3.14159
73,88,9.81064e-06
174,9,-1.04719
141,24,-2.09439
169,52,1.04721
93,33,2.09441
148,18,1.04721
156,80,-1.04719
31,65,1.04721
101,42,2.09441
14,52,9.81064e-06
111,6,-3.14159
170,80,-1.04719
162,56,2.09441
43,57,1.04721
41,21,-2.09439
1,21,9.81064e-06
153,33,2.09441
143,18,2.09441
97,30,3.14159
7,86,3.14159
126,51,3.14159
15,34,1.04721
100,49,1.04721
52,54,2.09441
27,25,2.09441
7,22,-2.09439
87,11,9.81064e-06
114,22,1.04721
86,58,9.81064e-06
57,55,-3.14159
64,75,3.14159
113,12,2.09441
148,69,-2.09439
77,38,-1.04719
26,70,1.04721
141,88,2.09441
155,61,9.81064e-06
12,48,-3.14159
177,30,-3.14159
88,36,3.14159
63,49,-2.09439
175,86,-2.09439
77,86,3.14159
49,59,3.14159
109,77,9.81064e-06
168,48,-2.09439
96,40,-2.09439
123,27,-1.04719
122,13,9.81064e-06
178,32,-2.09439
128,75,-3.14159
134,22,9.81064e-06
137,83,2.09441
20,87,-2.09439
85,61,-1.04719
43,19,1.04721
21,27,-2.09439
0,83,1.04721
142,74,1.04721
89,55,-3.14159
34,42,3.14159
74,61,-2.09439
57,58,-1.04719
157,6,3.14159
19,6,9.81064e-06
8,43,-2.09439
97,53,-2.09439
127,48,2.09441
49,2,-3.14159
47,55,9.81064e-06
37,68,1.04721
124,7,-3.14159
39,71,9.81064e-06
48,28,-2.09439
5,20,9.81064e-06
157,67,-3.14159
168,10,1.04721
155,39,9.81064e-06
9,31,-2.09439
13,44,2.09441
109,33,3.14159
86,13,-2.09439
6,38,2.09441
44,82,2.09441
31,16,2.09441
171,58,-3.14159
160,66,-1.04719
145,50,1.04721
55,53,-2.09439
35,75,3.14159
119,23,1.04721
136,84,2.09441
162,83,-3.14159
91,35,-2.09439
155,59,9.81064e-06
69,58,9.81064e-06
147,3,-3.14159
113,36,-1.04719
166,27,-3.14159
91,27,1.04721
20,17,-3.14159
62,74,3.14159
155,56,2.09441
64,10,-3.14159
154,12,-2.09439
132,70,-1.04719
122,81,-2.09439
49,86,-3.14159
101,67,3.14159
159,67,3.14159
34,79,2.09441
98,37,9.81064e-06
108,15,-2.09439
115,42,3.14159
170,38,-3.14159
56,45,-2.09439
167,70,2.09441
15,16,2.09441
8,31,-3.14159
77,81,-3.14159
118,17,-2.09439
177,83,-1.04719
121,81,-1.04719
84,13,-2.09439
82,11,9.81064e-06
29,50,-1.04719
15,55,2.09441
139,69,-3.14159
160,77,-2.09439
153,73,2.09441
44,13,-3.14159
110,57,1.04721
159,86,-2.09439
141,79,3.14159
158,71,-2.09439
47,52,9.81064e-06
53,69,3.14159
34,16,2.09441
167,37,-1.04719
30,85,3.14159
144,78,-3.14159
176,21,-2.09439
43,15,-3.14159
148,22,3.14159
159,7,-1.04719
6,81,-3.14159
15,31,1.04721
84,3,-2.09439
176,78,-1.04719
120,87,-3.14159
25,38,3.14159
35,47,-3.14159
7,27,9.81064e-06
97,48,-2.09439
107,22,-1.04719
138,62,-1.04719
126,70,1.04721
117,25,-2.09439
66,16,2.09441
153,67,9.81064e-06
145,63,-1.04719
26,29,1.04721
41,36,1.04721
61,74,-3.14159
18,8,-2.09439
119,18,2.09441
25,16,3.14159
127,25,-3.14159
118,82,-3.14159
112,63,3.14159
168,37,-2.09439
43,85,2.09441
125,51,2.09441
161,4,1.04721
154,33,3.14159
79,87,-3.14159
89,24,-3.14159
130,15,3.14159
151,82,3.14159
45,81,9.81064e-06
89,9,-3.14159
18,53,-3.14159
130,3,-3.14159
124,74,-3.14159
111,87,-1.04719
157,8,9.81064e-06
171,60,9.81064e-06
122,26,1.04721
103,40,1.04721
126,16,9.81064e-06
124,2,3.14159
123,43,-3.14159
67,28,9.81064e-06
68,37,2.09441
12,45,-2.09439
17,22,-1.04719
20,85,9.81064e-06
130,73,3.14159
62,75,9.81064e-06
56,57,-1.04719
116,54,2.09441
5,35,-2.09439
125,46,9.81064e-06
22,58,9.81064e-06
39,20,1.04721
31,80,3.14159
164,72,-3.14159
179,27,2.09441
144,31,3.14159
167,61,2.09441
69,24,1.04721
61,48,-1.04719
91,89,1.04721
59,22,3.14159
8,24,9.81064e-06
163,68,9.81064e-06
4,41,9.81064e-06
116,7,-3.14159
71,33,1.04721
43,83,-3.14159
119,63,2.09441
172,66,2.09441
136,7,-2.09439
25,14,-3.14159
139,22,2.09441
52,10,-2.09439
39,48,2.09441
170,83,9.81064e-06
99,22,9.81064e-06
6,21,-2.09439
139,49,2.09441
11,54,3.14159
51,23,3.14159
64,1,-2.09439
31,87,-1.04719
68,25,3.14159
166,19,-2.09439
126,18,-1.04719
54,17,9.81064e-06
96,69,9.81064e-06
24,76,2.09441
0,33,-3.14159
116,31,3.14159
147,87,9.81064e-06
55,85,-3.14159
136,59,-3.14159
16,29,9.81064e-06
45,45,9.81064e-06
64,46,-2.09439
110,36,3.14159
128,10,-3.14159
0,53,1.04721
116,29,-3.14159
167,62,1.04721
162,58,9.81064e-06
82,10,9.81064e-06
44,41,-2.09439
167,83,9.81064e-06
166,36,1.04721
19,60,-2.09439
113,68,1.04721
63,20,3.14159
71,75,9.81064e-06
81,13,-1.04719
97,80,-1.04719
123,61,-2.09439
68,34,1.04721
70,51,-3.14159
174,89,9.81064e-06
31,23,9.81064e-06
114,14,9.81064e-06
36,73,-3.14159
67,74,2.09441
115,28,9.81064e-06
22,47,-3.14159
23,56,-1.04719
120,15,9.81064e-06
56,38,-2.09439
157,7,2.09441
89,40,-3.14159
86,41,-2.09439
25,80,-3.14159
14,45,-1.04719
21,2,3.14159
155,79,2.09441
52,65,1.04721
7,64,1.04721
162,16,1.04721
109,88,3.14159
32,55,1.04721
118,36,-2.09439
178,40,3.14159
38,23,1.04721
99,54,-3.14159
132,84,1.04721
160,49,9.81064e-06
54,40,3.14159
109,20,3.14159
143,32,1.04721
91,66,-2.09439
70,33,1.04721
105,64,1.04721
56,59,1.04721
128,14,3.14159
41,67,9.81064e-06
148,65,-3.14159
90,68,3.14159
175,49,1.04721
61,16,-1.04719
134,72,-2.09439
20,84,2.09441
163,74,3.14159
144,43,-1.04719
29,5,-2.09439
77,85,2.09441
29,58,9.81064e-06
12,73,-3.14159
65,19,1.04721
70,56,-3.14159
106,1,-1.04719
125,65,-3.14159
21,32,-3.14159
165,81,1.04721
0,45,-3.14159
121,68,2.09441
9,2,-2.09439
112,83,-2.09439
78,36,1.04721
19,16,2.09441
51,19,9.81064e-06
144,15,-1.04719
28,17,9.81064e-06
149,32,-2.09439
114,30,2.09441
41,46,-1.04719
151,59,9.81064e-06
2,0,1.04721
32,80,-3.14159
153,86,-2.09439
31,53,3.14159
157,41,2.09441
56,31,9.81064e-06
131,61,1.04721
161,23,-1.04719
71,67,1.04721
80,58,2.09441
11,10,-3.14159
11,85,-2.09439
129,84,3.14159
137,81,-2.09439
48,63,2.09441
73,53,2.09441
143,42,9.81064e-06
17,83,3.14159
158,5,3.14159
160,46,-3.14159
176,3,3.14159
131,40,-1.04719
130,15,2.09441
137,27,-2.09439
3,73,9.81064e-06
77,78,9.81064e-06
103,54,-1.04719
34,74,3.14159
173,69,3.14159
44,88,1.04721
31,89,-2.09439
69,50,2.09441
58,48,-2.09439
73,50,3.14159
82,59,-1.04719
175,74,3.14159
37,85,3.14159
177,67,-2.09439
113,33,9.81064e-06
83,88,3.14159
95,36,-1.04719
74,8,9.81064e-06
56,47,1.04721
96,35,-3.14159
177,30,3.14159
3,10,3.14159
126,87,-3.14159
70,56,2.09441
20,67,9.81064e-06
157,79,-3.14159
59,29,9.81064e-06
118,29,-1.04719
49,15,-2.09439
34,73,3.14159
72,10,9.81064e-06
108,87,-3.14159
171,38,2.09441
34,75,3.14159
140,12,-2.09439
147,51,1.04721
12,62,3.14159
144,88,2.09441
65,87,-2.09439
60,10,1.04721
85,18,-3.14159
107,62,3.14159
5,0,2.09441
12,68,2.09441
106,37,9.81064e-06
87,27,9.81064e-06
170,10,-3.14159
95,82,1.04721
166,11,-3.14159
97,9,1.04721
81,29,-3.14159
144,85,-1.04719
18,64,3.14159
58,33,-1.04719
133,19,-3.14159
173,22,3.14159
150,64,9.81064e-06
13,82,-3.14159
151,12,-2.09439
105,75,9.81064e-06
19,79,3.14159
62,61,9.81064e-06
91,48,-2.09439
139,42,-2.09439
28,38,-2.09439
92,61,9.81064e-06
158,65,9.81064e-06
97,23,9.81064e-06
76,57,2.09441
36,25,3.14159
134,25,9.81064e-06
106,11,3.14159
176,41,-3.14159
103,87,2.09441
29,48,-2.09439
129,27,3.14159
45,86,9.81064e-06
103,10,-2.09439
96,23,9.81064e-06
86,16,1.04721
13,55,1.04721
8,63,1.04721
173,50,3.14159
119,64,-1.04719
81,76,-2.09439
13,16,2.09441
35,82,9.81064e-06
69,29,2.09441
111,20,2.09441
93,5,-3.14159
112,33,-3.14159
48,42,9.81064e-06
145,36,-2.09439
177,60,9.81064e-06
52,18,9.81064e-06
99,39,-1.04719
128,50,-2.09439
76,44,2.09441
45,73,-1.04719
43,29,-3.14159
95,22,3.14159
132,30,9.81064e-06
2,86,3.14159
133,70,-3.14159
140,10,1.04721
179,55,3.14159
114,73,-2.09439
47,6,-1.04719
1,3,3.14159
35,22,2.09441
25,51,2.09441
58,25,-2.09439
53,54,2.09441
139,8,-1.04719
14,10,-3.14159
23,63,-1.04719
97,44,-1.04719
142,32,2.09441
59,61,9.81064e-06
110,34,-3.14159
151,55,-3.14159
112,27,-3.14159
172,2,-3.14159
145,44,9.81064e-06
177,5,1.04721
177,23,-3.14159
100,21,-3.14159
16,35,-1.04719
171,43,-1.04719
107,27,-3.14159
88,65,2.09441
126,23,-3.14159
147,65,-3.14159
68,26,2.09441
93,70,2.09441
67,50,9.81064e-06
63,56,9.81064e-06
90,52,3.14159
52,61,2.09441
82,16,3.14159
179,13,9.81064e-06
24,27,3.14159
165,86,2.09441
31,48,-1.04719
137,48,2.09441
28,68,1.04721
14,38,-3.14159
5,79,-1.04719
77,28,2.09441
123,15,-3.14159
140,76,3.14159
133,18,2.09441
126,72,-1.04719
116,17,9.81064e-06
140,13,2.09441
110,63,1.04721
14,46,9.81064e-06
38,50,2.09441
141,50,3.14159
112,17,-3.14159
85,71,-1.04719
1,66,1.04721
102,27,-2.09439
109,42,-3.14159
1,36,2.09441
116,50,9.81064e-06
1,81,2.09441
171,4,2.09441
130,69,-3.14159
107,53,2.09441
130,49,2.09441
84,61,3.14159
40,6,-3.14159
160,35,9.81064e-06
17,15,3.14159
22,22,3.14159
41,58,-2.09439
50,39,2.09441
