X,Y
0,45
120,34
81,55
175,9
141,4
140,11
89,7
14,33
167,19
168,25
128,5
10,30
86,29
120,27
178,65
164,34
70,46
14,64
18,54
20,82
12,67
144,53
105,88
52,19
23,3
51,56
56,9
98,22
22,69
131,63
57,9
13,32
16,60
150,61
29,7
35,23
123,8
7,76
38,89
11,64
136,30
55,65
121,88
88,33
145,86
133,16
80,2
65,61
134,57
103,45
23,84
135,27
65,89
111,3
11,77
99,88
23,42
97,70
74,30
110,46
1,27
109,66
37,71
46,44
15,5
10,55
120,71
156,75
95,29
132,58
110,38
44,80
162,44
166,32
57,16
14,42
95,67
73,74
119,26
157,12
170,56
91,79
111,81
27,55
144,30
94,63
103,14
138,85
163,60
104,85
87,66
15,18
162,15
156,86
104,55
83,85
98,43
67,29
178,19
10,87
165,7
13,84
4,12
102,2
0,41
160,24
9,20
132,22
15,26
115,24
19,59
150,41
96,6
115,16
119,88
64,28
11,42
2,28
100,16
90,26
31,32
22,7
99,35
142,38
175,81
147,59
162,83
81,85
45,78
104,12
85,12
178,49
74,48
103,62
20,18
162,47
125,33
21,86
20,47
55,67
141,69
71,85
130,40
95,68
163,69
55,50
173,29
114,49
103,12
74,41
20,50
145,25
38,76
163,15
33,16
172,52
0,80
2,18
104,22
87,39
118,20
105,51
144,40
87,20
5,47
25,89
140,1
113,2
31,11
45,86
171,9
34,74
32,34
1,51
0,57
133,85
104,62
39,21
107,27
96,59
94,68
23,88
113,78
26,51
33,57
61,31
80,36
128,74
143,47
162,11
98,87
142,5
166,7
46,22
75,38
24,22
146,50
132,65
5,24
37,52
96,39
108,25
127,86
37,56
167,53
47,79
143,27
86,53
99,45
61,86
55,19
91,73
8,5
122,32
177,20
5,20
19,30
43,41
90,72
122,51
173,3
8,66
18,31
159,57
129,30
57,11
83,89
141,39
36,51
47,53
122,1
58,26
14,44
5,7
58,72
26,24
21,38
53,86
80,53
37,43
169,40
64,42
178,58
84,83
159,89
73,72
64,24
109,3
86,72
172,60
18,40
27,12
20,8
46,78
69,12
53,76
128,80
90,11
158,89
100,23
93,77
46,15
175,40
161,9
178,52
164,21
4,34
177,15
62,30
171,26
172,3
146,67
13,62
163,65
65,13
112,67
160,20
88,48
52,71
34,6
139,3
71,44
92,81
30,58
109,20
114,12
8,45
65,64
163,13
14,14
70,11
87,1
103,47
37,37
144,0
25,18
161,56
122,33
107,35
112,3
37,66
136,63
147,23
96,36
109,85
3,76
172,79
86,26
121,45
3,8
142,81
174,47
82,2
167,43
22,87
134,26
29,87
31,79
41,82
152,20
28,3
31,21
59,71
73,35
158,34
15,50
101,20
31,82
157,67
83,48
83,23
127,58
151,30
109,7
70,45
178,35
84,85
31,36
124,34
105,11
136,14
136,6
61,43
176,64
61,49
73,52
56,70
176,37
176,41
145,85
48,2
28,62
15,63
100,2
103,8
114,39
56,11
44,47
57,67
171,15
123,49
5,60
157,53
120,59
29,46
97,48
113,86
157,46
172,32
25,34
8,57
41,86
130,71
162,41
55,30
123,47
122,71
27,42
85,56
84,4
28,5
14,75
111,72
24,42
143,31
26,10
19,69
77,23
154,28
92,44
82,77
61,5
150,65
94,13
16,42
61,51
177,32
50,70
158,46
131,6
4,37
127,51
123,39
61,59
94,18
7,52
74,26
73,66
41,89
20,41
168,74
138,76
153,55
112,26
7,38
28,44
100,34
73,44
170,44
148,50
56,85
43,3
61,66
139,68
88,1
74,49
149,69
130,23
47,75
135,80
27,87
149,26
94,17
129,27
161,23
103,81
20,30
50,67
8,13
153,13
3,36
25,44
142,52
131,37
50,12
90,68
14,65
71,81
155,51
143,77
57,64
98,42
147,32
143,38
118,7
174,27
30,40
132,25
28,31
151,77
147,35
128,46
21,49
92,8
126,55
64,46
154,31
24,74
8,53
29,85
161,84
136,44
130,57
55,36
105,37
110,65
17,19
40,15
138,26
121,83
171,37
169,35
90,88
35,38
162,67
36,63
42,81
138,58
58,43
2,3
69,11
96,13
121,34
71,61
27,84
112,19
176,40
67,11
142,16
119,77
173,56
134,49
38,4
7,75
50,80
114,53
138,19
150,24
156,20
68,22
54,71
127,37
20,80
164,15
116,45
118,4
76,48
78,73
9,21
4,71
23,55
53,68
143,80
84,26
177,76
165,63
109,48
112,42
4,30
2,4
110,51
62,77
170,80
31,69
95,58
156,36
79,78
143,22
102,30
26,22
75,0
169,21
154,0
156,79
87,18
125,16
179,81
34,57
2,56
17,42
151,4
53,63
25,81
43,11
85,87
144,25
85,41
60,40
167,48
113,73
115,35
39,61
9,7
39,34
7,29
136,17
82,53
16,64
124,75
131,32
9,53
165,39
120,61
6,67
6,88
87,22
93,16
103,9
133,87
165,45
155,38
149,40
38,27
69,79
162,55
118,58
51,58
130,17
164,58
39,67
38,77
136,66
86,12
22,81
170,46
137,54
140,83
123,57
100,44
175,0
145,40
17,9
32,72
64,2
117,31
55,45
35,22
90,2
79,46
121,63
129,51
156,16
18,19
89,76
69,37
44,35
68,7
75,25
94,20
163,27
35,86
64,75
140,62
120,48
128,14
125,58
156,58
133,35
57,46
114,22
38,39
172,0
7,23
72,69
95,12
130,64
115,19
14,34
88,21
130,73
64,45
62,31
161,62
67,65
4,15
155,58
101,0
119,9
139,77
116,51
110,74
61,61
67,80
152,79
117,83
142,74
178,48
177,40
174,6
36,81
29,8
140,4
63,24
149,22
96,84
149,76
130,5
161,85
89,12
53,4
3,13
79,18
167,78
89,13
165,56
56,54
42,29
63,82
83,15
47,89
17,81
132,17
76,42
91,71
68,78
110,21
42,61
50,61
13,78
65,59
176,36
106,67
34,50
132,42
69,84
97,5
166,83
3,77
41,0
36,61
172,34
94,7
118,66
30,62
115,11
98,46
100,11
12,50
1,72
178,0
16,89
24,18
84,31
62,37
112,8
174,26
80,50
113,79
143,30
46,46
161,82
103,30
72,64
54,29
30,28
141,68
2,10
23,47
109,47
140,57
113,61
154,81
144,67
165,15
10,18
20,74
23,38
179,22
142,63
70,50
10,29
75,88
14,25
53,89
145,6
127,54
121,29
122,39
40,19
172,74
159,53
17,83
90,50
123,16
57,82
14,78
71,52
16,36
89,33
160,72
63,18
166,20
51,84
154,32
57,28
112,37
152,26
43,37
107,55
127,78
29,77
2,0
146,75
161,43
104,71
160,17
19,78
149,66
168,51
30,11
89,4
111,21
113,12
141,82
21,62
48,67
104,5
90,22
72,75
154,56
151,22
120,44
99,55
60,67
92,36
129,3
57,68
21,61
87,76
50,89
98,52
133,66
39,3
176,35
150,31
32,40
105,61
118,83
108,80
100,78
71,9
160,15
3,53
107,59
34,31
129,12
31,85
32,67
122,74
1,70
116,56
118,78
0,73
129,10
159,13
82,5
138,16
114,69
34,30
120,23
151,18
117,2
179,37
136,55
51,21
100,43
31,78
175,53
85,60
29,45
52,6
84,27
53,75
0,40
171,78
158,66
41,79
4,42
115,86
80,60
35,75
24,68
56,19
141,12
98,41
9,51
27,9
124,26
50,14
117,63
168,68
112,9
93,55
59,29
127,2
28,64
33,76
48,28
55,68
149,70
94,61
163,1
158,38
39,82
102,33
13,55
145,57
96,56
67,35
86,89
49,43
40,82
125,70
171,5
25,71
40,5
127,69
71,14
32,29
107,37
0,44
179,61
157,8
116,29
147,25
90,24
4,68
130,82
63,76
100,56
49,38
108,37
9,78
56,78
112,70
14,76
178,18
101,24
134,75
170,76
33,36
161,67
78,8
67,23
138,14
161,59
173,6
168,65
176,67
115,29
35,53
144,35
55,75
31,1
57,84
135,88
2,8
69,38
52,72
25,52
66,37
33,84
54,60
41,59
38,19
15,57
16,29
110,62
83,86
10,11
67,44
42,42
109,75
97,76
124,50
61,3
161,72
96,43
11,49
107,65
58,25
57,5
147,39
16,23
7,82
59,82
112,4
80,85
161,53
173,39
131,72
55,44
137,84
120,81
175,45
84,40
23,20
176,59
151,62
60,42
64,36
136,28
164,44
48,6
169,68
118,31
108,45
24,86
15,84
25,19
15,46
178,89
127,28
146,63
38,35
105,27
64,12
19,16
0,36
90,29
15,31
120,14
100,52
61,78
35,59
22,73
91,3
115,17
129,16
163,34
24,57
120,83
45,66
86,40
172,44
45,2
91,33
79,1
113,19
104,44
7,9
177,29
120,49
69,80
98,35
126,62
143,70
47,16
92,48
11,32
91,47
113,7
35,45
21,9
127,30
131,12
134,55
53,83
40,9
5,13
118,88
90,47
110,9
54,81
61,4
91,46
14,24
130,44
113,29
2,39
68,79
40,70
169,42
171,24
43,76
60,23
160,37
177,74
64,77
115,15
76,62
152,76
66,11
27,53
47,14
61,15
147,81
139,34
72,84
104,79
55,74
41,71
121,24
101,76
129,35
41,84
27,19
110,70
122,38
18,63
15,7
23,7
95,77
158,31
6,7
53,22
125,24
78,67
69,2
141,57
34,41
157,77
140,49
173,44
128,29
65,29
58,40
174,50
20,31
84,57
78,45
26,77
127,26
175,49
5,55
57,42
117,57
106,54
123,78
123,77
136,31
100,48
125,47
45,70
80,59
112,81
138,72
135,7
57,55
23,2
77,47
51,64
102,89
18,15
66,26
127,80
45,24
127,9
176,54
120,76
21,51
11,31
49,55
46,79
149,27
45,5
159,42
154,50
158,80
40,64
72,7
111,14
37,46
119,24
77,73
74,56
91,27
7,47
42,70
62,86
171,63
148,49
166,78
98,82
9,88
131,44
81,60
153,85
176,53
135,10
46,12
77,54
29,68
114,55
137,21
58,16
102,59
51,27
60,79
37,59
106,58
68,0
158,47
124,58
172,53
13,5
60,49
121,67
179,80
129,52
164,55
78,32
122,50
13,68
81,69
51,72
103,34
117,37
172,8
122,72
92,85
151,41
20,79
139,84
36,72
45,6
177,86
118,51
170,60
141,70
154,69
179,74
98,45
31,53
175,39
79,89
7,79
172,78
123,17
26,84
17,85
26,64
88,59
155,13
116,44
80,25
101,12
158,85
154,38
82,15
125,69
78,53
58,6
109,35
6,71
63,33
52,28
160,18
175,78
152,54
61,83
10,28
85,51
76,54
130,86
97,56
27,35
161,33
59,27
117,54
21,60
123,79
146,76
10,41
106,3
179,12
93,88
110,72
86,67
95,0
16,70
161,18
12,8
131,3
55,63
26,7
71,66
129,44
111,27
66,18
47,59
23,61
44,5
57,52
88,57
18,71
94,28
160,4
97,19
93,22
104,13
63,75
21,18
91,67
101,72
21,30
143,75
46,0
29,36
43,73
92,43
92,57
23,16
129,47
144,44
132,20
84,63
136,52
124,70
134,65
106,62
60,84
94,39
74,37
82,36
55,31
76,40
165,5
81,72
172,63
34,8
48,66
155,16
55,78
123,66
72,4
141,49
115,85
155,56
166,22
159,48
105,2
140,88
94,42
179,57
84,62
13,81
104,43
179,55
29,53
81,9
178,54
61,79
66,56
46,71
107,41
113,80
52,24
59,83
54,25
157,25
117,34
85,65
132,62
51,86
22,41
149,64
141,44
9,39
96,81
42,68
33,65
16,24
113,15
174,70
36,0
118,45
144,31
63,17
6,59
152,11
8,48
121,0
171,41
63,66
9,12
66,32
116,88
15,88
29,16
30,33
179,29
94,36
105,49
92,13
4,83
167,39
170,67
168,69
65,62
98,38
18,52
143,39
1,22
25,30
37,65
60,77
91,60
13,88
147,70
111,74
78,82
82,67
91,8
19,0
52,85
59,37
87,57
43,25
158,1
72,70
47,17
79,24
28,51
61,17
141,52
105,6
153,8
91,40
114,19
17,30
99,4
156,1
10,36
66,51
70,87
44,86
151,64
135,37
76,18
17,20
133,32
149,80
80,9
1,73
79,51
159,12
79,69
94,1
86,19
172,85
160,66
161,21
63,71
86,37
33,73
163,89
150,59
124,86
13,64
127,7
36,18
132,80
28,39
3,83
47,23
33,77
126,35
177,11
37,38
11,82
61,54
35,63
155,24
32,45
151,65
28,70
167,60
99,39
70,84
160,53
102,75
23,86
109,31
87,15
55,57
48,18
156,43
29,56
56,34
84,1
49,24
51,36
166,76
16,13
101,62
135,85
15,72
127,46
128,13
82,51
66,14
129,89
50,83
157,26
145,47
122,26
130,7
39,57
26,65
16,73
63,62
76,34
67,12
135,49
50,11
41,76
123,62
172,83
50,13
99,15
28,53
11,55
130,83
16,25
18,88
40,84
12,77
107,86
71,55
22,39
27,50
75,22
101,14
76,36
139,29
37,68
135,40
146,26
19,12
146,41
49,45
147,84
32,74
104,53
0,5
29,29
150,12
29,19
6,46
91,76
68,55
173,0
155,42
166,29
93,6
127,35
133,60
125,34
94,74
66,20
80,76
42,62
37,75
64,68
48,47
85,42
106,76
86,3
114,45
127,68
106,22
12,2
53,30
176,4
83,80
102,40
122,23
135,12
10,9
130,33
87,52
39,64
44,11
8,41
170,27
177,26
110,30
17,66
75,28
164,65
42,33
99,89
97,87
138,17
179,43
118,49
102,54
144,74
156,11
9,14
113,17
22,29
55,42
130,74
164,31
64,37
111,80
139,86
63,26
41,26
97,42
21,32
7,5
152,39
71,86
77,0
3,41
34,10
89,48
176,45
17,58
37,31
168,52
131,29
129,14
66,81
156,52
32,79
67,5
6,49
147,2
75,74
61,77
169,27
161,77
81,6
148,9
101,18
32,41
16,88
84,8
144,55
39,55
140,72
123,69
29,50
6,51
51,5
39,6
167,24
58,44
13,6
91,42
76,72
159,18
1,45
32,19
135,68
6,86
75,65
63,56
124,1
165,37
169,36
5,68
45,61
156,37
179,21
104,19
12,51
148,17
134,60
74,52
72,68
5,36
151,66
139,9
85,89
42,37
178,33
76,30
146,27
150,53
111,75
119,2
31,60
88,29
159,65
35,26
28,23
100,50
142,43
121,27
107,15
44,9
8,22
119,10
85,22
107,3
103,84
106,18
86,73
97,9
42,17
148,1
175,80
166,36
97,86
91,26
21,6
56,3
145,76
93,62
160,40
0,33
16,85
135,57
123,74
28,55
110,66
115,46
81,31
105,69
85,53
151,32
48,71
26,75
95,21
59,54
115,12
101,84
107,11
33,85
24,43
175,84
123,21
99,37
59,40
150,35
105,75
104,8
111,28
31,83
118,14
126,82
98,75
157,87
171,40
123,67
121,79
164,40
100,87
95,33
158,44
23,82
87,65
26,76
29,34
103,29
177,52
140,46
67,59
136,74
133,10
17,24
174,53
120,82
155,34
15,68
91,85
99,33
107,18
4,54
145,58
111,9
19,72
167,7
153,43
73,28
163,47
118,38
107,17
92,75
108,51
147,0
27,18
173,26
164,35
128,58
115,80
12,89
121,82
85,77
49,76
6,63
179,0
9,38
148,19
106,33
117,29
41,58
155,39
63,10
93,68
40,0
20,59
10,32
97,58
61,25
147,36
95,88
13,54
29,74
101,54
90,48
159,23
175,66
70,66
174,46
127,11
25,70
97,26
98,89
144,45
158,14
77,27
110,39
13,50
114,63
17,5
79,30
78,7
94,34
131,59
145,33
151,7
174,39
3,45
29,41
37,67
165,59
88,16
70,82
122,82
134,36
56,5
140,29
119,15
69,31
101,70
150,83
74,34
151,9
179,68
158,62
164,88
135,66
21,17
169,24
151,76
86,76
2,22
76,49
129,25
54,56
83,27
49,63
151,26
53,82
49,39
1,59
138,55
122,55
118,47
112,56
32,46
6,9
34,20
37,12
138,6
174,33
143,55
143,0
39,18
121,4
124,79
124,33
172,2
69,85
131,50
128,2
172,43
178,9
27,31
157,51
18,38
91,55
148,3
143,35
27,40
10,71
15,38
55,54
51,87
21,65
127,31
56,20
136,73
40,36
162,19
118,53
74,81
44,33
83,55
134,47
14,29
170,73
78,43
119,74
162,48
141,88
75,61
59,87
8,61
3,80
23,30
44,26
14,74
53,32
31,35
104,47
135,56
67,7
105,85
49,17
179,4
155,48
156,15
28,89
9,56
79,84
71,51
55,16
142,27
142,84
117,74
172,31
156,56
50,31
126,53
108,52
124,89
56,58
157,70
10,6
38,45
170,79
97,31
138,54
12,14
174,58
137,39
4,52
91,56
119,19
72,86
97,30
4,26
44,66
47,84
76,14
78,64
126,8
47,32
127,74
96,53
162,23
86,81
83,21
42,10
28,77
28,47
173,37
90,43
71,38
145,16
4,11
73,83
42,73
169,11
123,59
113,22
93,3
91,15
38,46
77,39
24,26
77,18
19,60
33,48
163,7
157,36
153,36
14,9
77,81
116,21
127,55
96,22
40,35
154,77
139,71
11,18
132,15
77,88
18,66
75,75
141,0
106,43
115,8
46,26
87,10
45,43
86,7
83,58
34,49
178,67
108,4
94,16
174,21
99,40
6,37
5,19
63,58
1,14
51,1
143,9
43,28
13,48
69,13
69,22
179,50
72,27
152,46
22,10
44,14
125,26
22,26
26,86
150,7
50,26
103,13
72,1
30,32
36,34
150,60
72,12
150,81
82,31
176,69
14,52
42,25
80,11
175,82
140,31
58,41
153,71
18,72
119,40
58,0
2,55
166,63
41,40
108,24
68,58
132,75
14,32
61,10
179,16
7,14
85,49
92,42
86,15
122,2
60,88
128,68
44,79
73,41
145,65
45,87
44,69
39,43
148,80
73,88
151,14
98,50
132,12
122,53
73,45
175,7
103,37
72,56
54,42
21,46
116,65
137,74
97,18
94,21
13,24
148,51
105,42
36,38
156,46
121,74
169,52
20,44
21,34
140,65
158,9
168,53
168,88
78,89
79,49
134,62
136,48
73,59
142,56
176,21
57,1
129,22
80,75
3,72
132,31
60,2
51,75
38,7
110,37
17,25
24,5
53,56
14,19
66,59
91,2
150,42
154,58
97,65
124,60
142,12
47,45
122,30
162,38
144,3
33,88
61,30
30,31
174,36
170,63
52,62
161,50
33,8
96,42
153,21
80,89
81,7
151,12
2,41
118,86
107,22
15,53
137,0
8,85
53,64
47,85
151,60
57,36
117,13
139,74
55,70
81,32
48,21
154,2
58,56
62,68
95,19
128,88
97,40
80,44
38,37
154,88
167,5
10,84
32,54
91,34
115,79
59,89
8,80
11,85
57,10
113,10
135,26
88,23
11,4
99,81
142,80
130,15
10,49
35,5
43,71
134,23
83,3
106,61
138,89
76,0
108,28
19,39
139,39
177,13
86,21
98,25
26,25
142,72
20,19
47,38
155,75
26,71
107,29
56,23
74,69
177,46
124,68
109,41
76,17
137,40
109,51
42,74
59,65
110,43
30,1
44,60
41,66
15,6
41,20
7,71
153,57
73,89
42,84
130,85
37,79
175,76
